/media/pragna/6F7B71345EEEFC2B/pcd2/26.962000000.pcd,-0.204726,0.177197,0.584252,0.0917955,0.0941817,0.0771372,0.0941817
/media/pragna/6F7B71345EEEFC2B/pcd2/26.962000000.pcd,-0.207892,-0.0242178,0.687674,0.0820228,0.0919709,0.0682586,0.0919709
/media/pragna/6F7B71345EEEFC2B/pcd2/26.962000000.pcd,0.393719,0.167625,0.888779,0.0807837,0.0854836,0.0677628,0.0854836
/media/pragna/6F7B71345EEEFC2B/pcd2/26.962000000.pcd,0.0949771,-0.0336207,0.995951,0.0825923,0.0805685,0.0893064,0.0893064
/media/pragna/6F7B71345EEEFC2B/pcd2/26.962000000.pcd,0.287658,-0.324306,1.16494,0.0916644,0.0915433,0.0492762,0.0916644
/media/pragna/6F7B71345EEEFC2B/pcd2/26.962000000.pcd,-0.61524,-0.425426,1.19834,0.0689218,0.0866035,0.0834755,0.0866035
/media/pragna/6F7B71345EEEFC2B/pcd2/26.962000000.pcd,0.389973,-0.324757,1.16518,0.0803395,0.0915042,0.0492542,0.0915042
/media/pragna/6F7B71345EEEFC2B/pcd2/26.962000000.pcd,0.490021,-0.324757,1.16518,0.0802984,0.0915835,0.0492965,0.0915835
/media/pragna/6F7B71345EEEFC2B/pcd2/26.962000000.pcd,-0.509983,-0.324757,1.16518,0.0801971,0.0915837,0.0492982,0.0915837
/media/pragna/6F7B71345EEEFC2B/pcd2/26.962000000.pcd,0.588322,-0.329111,1.16313,0.0809426,0.0915644,0.0492541,0.0915644
/media/pragna/6F7B71345EEEFC2B/pcd2/27.171000000.pcd,-0.204872,0.17791,0.583904,0.0917865,0.0942276,0.0764341,0.0942276
/media/pragna/6F7B71345EEEFC2B/pcd2/27.171000000.pcd,-0.207865,-0.0242469,0.68762,0.0825843,0.0919463,0.0679504,0.0919463
/media/pragna/6F7B71345EEEFC2B/pcd2/27.171000000.pcd,0.492594,-0.415085,1.1855,0.0849613,0.0840139,0.0978025,0.0978025
/media/pragna/6F7B71345EEEFC2B/pcd2/27.171000000.pcd,0.0897006,-0.125084,0.872941,0.0820129,0.0930083,0.0670358,0.0930083
/media/pragna/6F7B71345EEEFC2B/pcd2/27.171000000.pcd,0.492234,-0.327621,1.16469,0.0807323,0.0922664,0.049235,0.0922664
/media/pragna/6F7B71345EEEFC2B/pcd2/27.171000000.pcd,-0.0111264,-0.222363,1.09837,0.0877758,0.0954723,0.09322,0.0954723
/media/pragna/6F7B71345EEEFC2B/pcd2/27.171000000.pcd,-0.615246,-0.425455,1.1984,0.0689218,0.0866034,0.0834755,0.0866034
/media/pragna/6F7B71345EEEFC2B/pcd2/27.171000000.pcd,0.189969,-0.324761,1.16518,0.0807881,0.0916994,0.0493599,0.0916994
/media/pragna/6F7B71345EEEFC2B/pcd2/27.171000000.pcd,0.389973,-0.324757,1.16518,0.0803396,0.0915041,0.0492545,0.0915041
/media/pragna/6F7B71345EEEFC2B/pcd2/27.171000000.pcd,0.290029,-0.324752,1.16518,0.0802843,0.0915435,0.0492759,0.0915435
/media/pragna/6F7B71345EEEFC2B/pcd2/27.220000000.pcd,-0.204726,0.177214,0.584224,0.0917834,0.094337,0.0769936,0.094337
/media/pragna/6F7B71345EEEFC2B/pcd2/27.220000000.pcd,-0.207893,-0.0242661,0.687676,0.082008,0.0919528,0.0684487,0.0919528
/media/pragna/6F7B71345EEEFC2B/pcd2/27.220000000.pcd,0.49176,-0.414263,1.18544,0.0847006,0.0812252,0.0979156,0.0979156
/media/pragna/6F7B71345EEEFC2B/pcd2/27.220000000.pcd,0.0897006,-0.125084,0.872941,0.0820129,0.0930083,0.0670358,0.0930083
/media/pragna/6F7B71345EEEFC2B/pcd2/27.220000000.pcd,0.492246,-0.327619,1.16469,0.0805086,0.0922951,0.0492351,0.0922951
/media/pragna/6F7B71345EEEFC2B/pcd2/27.220000000.pcd,-0.615247,-0.425458,1.1984,0.0689219,0.0866035,0.0834752,0.0866035
/media/pragna/6F7B71345EEEFC2B/pcd2/27.220000000.pcd,0.389973,-0.324757,1.16518,0.0803397,0.0915042,0.0492548,0.0915042
/media/pragna/6F7B71345EEEFC2B/pcd2/27.220000000.pcd,-0.509983,-0.324757,1.16518,0.0801969,0.0915838,0.049298,0.0915838
/media/pragna/6F7B71345EEEFC2B/pcd2/27.220000000.pcd,0.189969,-0.324761,1.16518,0.0807881,0.0916994,0.0493596,0.0916994
/media/pragna/6F7B71345EEEFC2B/pcd2/27.220000000.pcd,0.290029,-0.324752,1.16518,0.0802843,0.0915434,0.0492756,0.0915434
/media/pragna/6F7B71345EEEFC2B/pcd2/27.270000000.pcd,-0.204725,0.177196,0.584252,0.0917951,0.0941816,0.0771371,0.0941816
/media/pragna/6F7B71345EEEFC2B/pcd2/27.270000000.pcd,-0.207902,-0.0242621,0.687681,0.0820178,0.0919551,0.0684329,0.0919551
/media/pragna/6F7B71345EEEFC2B/pcd2/27.270000000.pcd,0.492657,-0.413614,1.18255,0.0868379,0.0842957,0.0989518,0.0989518
/media/pragna/6F7B71345EEEFC2B/pcd2/27.270000000.pcd,0.0897006,-0.125084,0.872941,0.0820129,0.0930083,0.0670358,0.0930083
/media/pragna/6F7B71345EEEFC2B/pcd2/27.270000000.pcd,0.492257,-0.32778,1.16469,0.0802982,0.0935829,0.0492352,0.0935829
/media/pragna/6F7B71345EEEFC2B/pcd2/27.270000000.pcd,-0.615247,-0.425458,1.1984,0.0689218,0.0866035,0.0834754,0.0866035
/media/pragna/6F7B71345EEEFC2B/pcd2/27.270000000.pcd,0.189969,-0.324761,1.16518,0.0807881,0.0916993,0.0493596,0.0916993
/media/pragna/6F7B71345EEEFC2B/pcd2/27.270000000.pcd,-0.509983,-0.324757,1.16518,0.0801969,0.091584,0.0492979,0.091584
/media/pragna/6F7B71345EEEFC2B/pcd2/27.270000000.pcd,0.389973,-0.324757,1.16518,0.0803396,0.0915042,0.0492542,0.0915042
